"program","program","sku","name","color_presentation","price","pdp_url","short_description","description","pdp_url","size","fit_presentation"
"Stretch Washed Chinos","Stretch Washed Chinos","17408-GY003-35X32","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","35X32","Athletic"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-KH087-32X28","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X28","Straight"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-BLQ53-38X34","Stretch Washed Chinos","After Midnights",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","38X34","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-PPL30-31X30","Stretch Washed Chinos","Lovebirds",48,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","31X30","Straight"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-BK438-29X30","Stretch Washed Chinos","Jet Blacks",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","29X30","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-BMC46-31X32","Stretch Washed Chinos","Aquaticas",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","31X32","Straight"
"Summer Weight Jeans","Summer Weight Jeans","18082-BLF95-34X36","Summer Weight Jeans","Medium Wash",88,"https://bonobos.com/products/summer-weight-jeans","A lighter stretch denim for warmer climates.","With its casual look and broken-in feel, denim has always been an old favorite. But it can be a little heavy for warmer weather. So what's the solution? Summer Weight Jeans. Everything you love about denim in a lighter weight to keep you cool.","https://bonobos.com/products/summer-weight-jeans","34X36","Athletic"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","15887-GY524-38X36","Stretch Wool Dress Pants","Light Grey",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","38X36","Tailored"
"DG - Basic","DG - Basic","21833-PR168-17X36","Daily Grind Wrinkle Free Dress Shirt","Light Purple Gingham",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","17X36","Tailored"
"The Blue Jean","The Blue Jean","19511-BMC90-36X30","The Blue Jean","Geneva Flat Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","36X30","Slim"
"Travel Jeans","Travel Jeans","20066-BMC98-31X34","Travel Jeans","Memphis Blues",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","31X34","Straight"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-GY437-32X32","Stretch Washed Chinos","Graphites",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X32","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-OL001-29X28","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","29X28","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","17408-BLT27-30X32","Stretch Washed Chinos","Evening Shades",68,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","30X32","Athletic"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BK438-33X36","Stretch Washed Chinos","Jet Blacks",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","33X36","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BMC46-28X28","Stretch Washed Chinos","Aquaticas",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","28X28","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BR580-31X30","Stretch Washed Chinos","Driftwoods",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","31X30","Slim"
"Jetsetter Core Suit Pants","Jetsetter Core Suit Pants","18477-BLH06-28X37UH","Jetsetter Stretch Wool Suit Pant","Light Navy",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","28X37UH","Athletic"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","15686-GY001-36X36","Stretch Wool Dress Pants","Charcoal",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","36X36","Straight"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","16936-BK004-34X30","Stretch Wool Dress Pants","Black",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","34X30","Athletic"
"DG - Seasonal Basic","DG - Seasonal Basic","23278-PPM45-15.5X32","Daily Grind Wrinkle Free Dress Shirt","White Raspberry Plaid",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","15.5X32","Slim"
"DG - Seasonal Basic","DG - Seasonal Basic","23278-PR552-16.5X35","Daily Grind Wrinkle Free Dress Shirt","Lavender Textured Check",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16.5X35","Slim"
"Selvage Stretch Jeans","Selvage Stretch Jeans","23086-GRT87-35X32","Selvage Stretch Jeans","Olive",198,"https://bonobos.com/products/selvage-stretch-jeans","Durable, high-end fabric from Japan that gets better with age.","Durable, high-end fabric from Japan that gets better with age.","https://bonobos.com/products/selvage-stretch-jeans","35X32","Slim"
"Travel Jeans","Travel Jeans","20068-WT025-36X32","Travel Jeans","South Beach White",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","36X32","Athletic"
"The Blue Jean","The Blue Jean","19512-BL969-28X32","The Blue Jean","Saratoga Dark Rinse",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","28X32","Straight"
"The Blue Jean","The Blue Jean","19512-BLJ89-40X32","The Blue Jean","Superior Dark Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","40X32","Straight"
"The Blue Jean","The Blue Jean","19514-BLE60-36X36","The Blue Jean","Roanoke Medium Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","36X36","Athletic"
"The Blue Jean","The Blue Jean","19513-BLJ89-30X30","The Blue Jean","Superior Dark Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","30X30","Tailored"
"The Blue Jean","The Blue Jean","19512-BL969-40X36","The Blue Jean","Saratoga Dark Rinse",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","40X36","Straight"
"Summer Weight Shorts","Summer Weight Shorts","21221-BLX97-29","Summer Weight Shorts","French Navy",28,"https://bonobos.com/products/summer-weight-shorts","The lightest version of our signature chino shorts.","Shorts are already missing their bottom half. How do you make them even more wearable in warm weather? On our end, we sourced some of the lightest, most comfortable cotton we could find. Wearing these lightweight wonders is the next best thing to wearing nothing at... well, let's just say they're really comfortable in the heat. They're great for vacations, superb for barbecues and ball games, and they do beach weekends like you wouldn't believe.","https://bonobos.com/products/summer-weight-shorts","29","Standard"
"Stretch Washed Chinos","Stretch Washed Chinos","17408-KH087-34X36","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","34X36","Athletic"
"Jetsetter Core Suit Jacket","Jetsetter Core Suit Jacket","15400-GYJ17-46L","Jetsetter Stretch Wool Suit Jacket","Light Grey",350,"https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket","46L","Slim"
"Jetsetter Fashion","Jetsetter Fashion","20690-BLV81-32X37UH","Jetsetter Stretch Wool Suit Pant","Tanner Blue Houndstooth",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","32X37UH","Athletic"
"Washed Chinos","Washed Chinos","11598-NA059-33X32","Washed Chinos","Sandstones",48,"https://bonobos.com/products/washed-chinos","Our original better-fitting chinos in a range of colors.","The pants Bonobos was built on, we designed these chinos to fit great and to do it all. Their curved waistband conforms to the natural shape of your waist, and their trimmer cut makes for a more flattering silhouette. You can dress them up, you can dress them down, and damn, do they come in some amazing colors.","https://bonobos.com/products/washed-chinos","33X32","Straight"
"Travel Jeans","Travel Jeans","20065-GYM60-40X34","Travel Jeans","Austin Asphalt",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","40X34","Slim"
"Travel Jeans","Travel Jeans","20066-BLW51-32X28","Travel Jeans","Portland Navy",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","32X28","Straight"
"The Blue Jean","The Blue Jean","19511-BLF92-33X34","The Blue Jean","Lanier Light Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","33X34","Slim"
"Core Unconstructed Blazer","Core Unconstructed Blazer","16798-BLD23-46S","Unconstructed Italian Wool Blazer","Bright Navy",400,"https://bonobos.com/products/unconstructed-italian-wool-blazer",,"Head to a piazza in any major Italian city, and you’re likely to encounter “sprezzatura,” the art of effortless style. That same sense of casual elegance was the inspiration behind this season’s unconstructed blazers. Crafted from Italian fabrics, and featuring a more relaxed, “unconstructed” design, they’re the type of blazers you can throw on over anything for an instant dose of casual cool – which, we’ve been told, goes perfectly with a shot of espresso.","https://bonobos.com/products/unconstructed-italian-wool-blazer","46S","Standard"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-OL001-36X36","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","36X36","Slim"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-GY003-32X30","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X30","Slim"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-GY003-34X28","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","34X28","Slim"
"Jetsetter Knit Blazer","Jetsetter Knit Blazer","22893-BNB99-42S","Italian Knit Blazer","Rio Navy Plaid",350,"https://bonobos.com/products/unconstructed-italian-knit-blazer",,"We sourced knit cotton fabric from Italy to create a sharp and functional four-season blazer. It's unconstructed tailoring makes it perfect for spring and summer, but it still has enough weight and texture to work in the colder months as well. Wear it to work, or take it to Milan—it's your call.","https://bonobos.com/products/unconstructed-italian-knit-blazer","42S","Standard"
"Jetsetter Fashion","Jetsetter Fashion","20688-BLV80-36X37UH","Jetsetter Stretch Wool Suit Pant","Patrick Navy Plaid",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","36X37UH","Tailored"
"DG - Basic","DG - Basic","16050-PK353-15.5X35","Daily Grind Wrinkle Free Dress Shirt","Pink Tattersall",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","15.5X35","Standard"
"DG - Basic","DG - Basic","21844-BLU10-17X35","Daily Grind Wrinkle Free Dress Shirt","Textured Light Blue",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","17X35","Standard"
"Washed Chinos","Washed Chinos","13990-KH194-35X28","Washed Chinos","Graham Slackers",48,"https://bonobos.com/products/washed-chinos","Our original better-fitting chinos in a range of colors.","The pants Bonobos was built on, we designed these chinos to fit great and to do it all. Their curved waistband conforms to the natural shape of your waist, and their trimmer cut makes for a more flattering silhouette. You can dress them up, you can dress them down, and damn, do they come in some amazing colors.","https://bonobos.com/products/washed-chinos","35X28","Tailored"
"Core Unconstructed Blazer","Core Unconstructed Blazer","20640-BK394-44R","Unconstructed Italian Wool Blazer","Black",400,"https://bonobos.com/products/unconstructed-italian-wool-blazer",,"Head to a piazza in any major Italian city, and you’re likely to encounter “sprezzatura,” the art of effortless style. That same sense of casual elegance was the inspiration behind this season’s unconstructed blazers. Crafted from Italian fabrics, and featuring a more relaxed, “unconstructed” design, they’re the type of blazers you can throw on over anything for an instant dose of casual cool – which, we’ve been told, goes perfectly with a shot of espresso.","https://bonobos.com/products/unconstructed-italian-wool-blazer","44R","Athletic"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","15686-BMB24-35X36","Stretch Wool Dress Pants","Midnight Blue",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","35X36","Straight"
"DG - Basic","DG - Basic","21820-BL980-16.5X36","Daily Grind Wrinkle Free Dress Shirt","Navy Gingham",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16.5X36","Slim"
"Jetsetter - Ltd Edition","Jetsetter - Ltd Edition","20413-MTZ16-16.5X36","Jetsetter Stretch Dress Shirt","Blue Watermelon Toss",68,"https://bonobos.com/products/jetsetter-stretch-dress-shirt","Built with stretch for comfort. Styled in modern prints & patterns.","Built with stretch for comfort. Styled in modern prints & patterns.","https://bonobos.com/products/jetsetter-stretch-dress-shirt","16.5X36","Tailored"
"Stretch Washed Chino Shorts","Stretch Washed Chino Shorts","18087-GR964-32","Stretch Washed Chino Shorts","Fern",68,"https://bonobos.com/products/stretch-washed-chino-shorts","The same great fit of our chinos in the perfect pair of shorts.","The same great fit of our chinos in the perfect pair of shorts.","https://bonobos.com/products/stretch-washed-chino-shorts","32","Standard"
"Stretch Washed Chino Shorts","Stretch Washed Chino Shorts","18216-KH188-29","Stretch Washed Chino Shorts","Gold Strikes",28,"https://bonobos.com/products/stretch-washed-chino-shorts","The same great fit of our chinos in the perfect pair of shorts.","The same great fit of our chinos in the perfect pair of shorts.","https://bonobos.com/products/stretch-washed-chino-shorts","29","Standard"
"The Highland Tour Pant","The Highland Tour Pant","17921-BR533-34X36","Highland Tour Golf Pants","Stone",128,"https://bonobos.com/products/highland-tour-golf-pants","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","https://bonobos.com/products/highland-tour-golf-pants","34X36","Slim"
"Stretch Weekday Warriors","Stretch Weekday Warriors","20730-BLR45-32X30","Stretch Weekday Warrior Dress Pants","Monday Blue",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","32X30","Athletic"
"Stretch Weekday Warriors","Stretch Weekday Warriors","20729-BLY05-28X32","Stretch Weekday Warrior Dress Pants","Thursday Dress Blues",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","28X32","Tailored"
"Stretch Weekday Warriors","Stretch Weekday Warriors","20727-BMC81-28X32","Stretch Weekday Warrior Dress Pants","Friday Raven Greys",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","28X32","Straight"
"Stretch Weekday Warriors","Stretch Weekday Warriors","20730-BMC81-28X30","Stretch Weekday Warrior Dress Pants","Friday Raven Greys",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","28X30","Athletic"
"The Highland Tour Short","The Highland Tour Short","18843-KH138-31","Highland Tour Golf Shorts","Khaki",88,"https://bonobos.com/products/highland-tour-golf-shorts","A modern update with course-ready features & style.","A modern update with course-ready features & style.","https://bonobos.com/products/highland-tour-golf-shorts","31",
"Tech Chino","Tech Chino","19399-GYK74-28X32","Tech Chinos","Grey",128,"https://bonobos.com/products/tech-chinos","Wicks away sweat. Repels liquids & stains. Great for commuters.","Keep a sharp look from the commute, to work, and back again with a classic trouser crafted in moisture-wicking, breathable tech fabric.","https://bonobos.com/products/tech-chinos","28X32","Athletic"
